g.pnum,c.name,r.name,e.evidence,d.evidence
13AK29,Indeterminate,Nijō (Genji's villa),"The Gosechi dancer ""had a messenger deliver an anonymous letter on the sly"" (Washburn NC p. 279). Indeterminate — her whereabouts are not given.","Genji ""guessed the identity of the writer . . . He sent this reply"" (Washburn NC p. 279). Receipt location inferred from context — his Nijō villa; his spot is not stated."
13AK30,Nijō (Genji's villa),Indeterminate,"""He sent this reply"" (Washburn NC p. 279). Composition location inferred from context — his Nijō villa; his spot is not stated.",Carried to the Gosechi dancer. Indeterminate — her whereabouts are not given.
14MT01,The nurse's residence (a ruined estate in the capital),The nurse's residence (a ruined estate in the capital),"Genji ""went in strictest secrecy to visit the woman before she left""; at her ruined residence ""within a stand of trees,"" he recites the verse (Washburn NC pp. 283–284).","Heard by the nurse, present at the nurse's residence; co-present."
14MT02,The nurse's residence (a ruined estate in the capital),The nurse's residence (a ruined estate in the capital),"The woman ""smiled at his words, then replied"" in person at her residence (Washburn NC p. 284).","Heard by Genji, present at the nurse's residence; co-present."
14MT03,Nijō (Genji's villa),The Akashi Lady's villa (foot of the hills),"A poem from ""his letters to the nurse,"" in which ""he would repeatedly admonish her"" about his daughter (Washburn NC p. 284). Composition location inferred from context — his Nijō villa; his spot is not stated at the letter.","Sent to the nurse, who had travelled to Akashi (Washburn NC p. 284). Receipt location inferred from context — the Akashi residence; no delivery of this poem is shown."
14MT04,The Akashi Lady's villa (foot of the hills),Nijō (Genji's villa),"As the messenger prepared to leave, the Lady, ""raising her head from where she lay,"" ""wrote down a few of her thoughts and feelings"" (Washburn NC p. 285).",Carried back to Genji in the capital. Receipt location inferred from context — his Nijō villa; no reaction at receipt is shown.
14MT05,Nijō (Genji's villa),Nijō (Genji's villa),"As Genji confesses the Akashi affair, Murasaki ""sighed and whispered"" the verse, turning away to gaze outside (Washburn NC p. 286).","Heard by Genji, present at Nijō; co-present."
14MT06,Nijō (Genji's villa),Nijō (Genji's villa),"Genji ""responded"" in person — ""For whose sake did I wander seas and hills"" (Washburn NC p. 286).","Heard by Murasaki, present at Nijō; co-present."
14MT07,Nijō (Genji's villa),The Akashi Lady's villa (foot of the hills),"For the fiftieth-day celebration ""He sent a messenger to Akashi,"" enclosing the verse (Washburn NC p. 286). Composition location inferred from context — his Nijō villa; his spot is not stated at the letter.","Read at Akashi: ""the novitiate wept with joy upon reading the letter""; ""The nurse read Genji's letter together with her mistress"" (Washburn NC p. 287)."
14MT08,The Akashi Lady's villa (foot of the hills),Nijō (Genji's villa),"At Akashi ""The lady's reply included this poem"" (Washburn NC p. 287).","Read by Genji at Nijō — he “read her letter over and over, then gave out a long sigh,” Murasaki beside him glancing “sidelong at him” (Washburn NC p. 287)."
14MT09,Hanachirusato's villa (the scattering orange blossoms),Hanachirusato's villa (the scattering orange blossoms),"As Genji visits, ""A Water Rail cried out close by, and the lady composed a poem"" by the veranda (Washburn NC p. 288).","Heard by Genji, present at Hanachirusato's villa; co-present."
14MT10,Hanachirusato's villa (the scattering orange blossoms),Hanachirusato's villa (the scattering orange blossoms),"Genji answers in person — ""If you can be wakened by the Water Rail's cry"" (Washburn NC p. 288).","Heard by Hanachirusato, present; co-present."
14MT11,Sumiyoshi Shrine,Sumiyoshi Shrine,"As ""Genji suddenly emerged from the shrine, Koremitsu approached and presented himself, offering this verse"" (Washburn NC p. 292).","Heard by Genji, present at Sumiyoshi Shrine; co-present."
14MT12,Sumiyoshi Shrine,Sumiyoshi Shrine,"Genji answers in person — ""Though we were beset by violent wind and waves"" (Washburn NC p. 292).","Heard by Koremitsu, present at Sumiyoshi Shrine; co-present."
14MT13,Naniwa (the Horie canal),Naniwa (the Akashi Lady's boat),"Viewing ""the district around the Horie canal,"" Genji took Koremitsu's brush and ""wrote the following on a piece of the folding paper"" (Washburn NC p. 292).","An underling ""deliver[ed] it to the lady""; though ""his letter was brief, she was so touched... she wept"" (Washburn NC pp. 292–293)."
14MT14,Naniwa (Tamino Island),Naniwa (the inlet),"The Lady ""attached her poem to one of the cords of paper mulberry bark used during the Purification Ritual she underwent on Tamino Island and sent it to Genji"" (Washburn NC p. 293).","Reaching Genji at the inlet — “It arrived as the sun was setting,” cranes “calling out from the inlet” (Washburn NC p. 293)."
14MT15,Naniwa (the inlet),Naniwa (the inlet),"At the inlet at sunset — the rising tide and crying cranes about him — Genji frames the verse on ""Tamino"" and his ""travel robes"" (Washburn NC p. 293).",Speaker = addressee (composed inwardly).
14MT16,Nijō (Genji's villa),Lady Rokujō's residence (Rokujō),"In seclusion at Nijō (he ""lowered his blinds and retreated inside""), ""as snow and sleet were blowing,"" Genji ""sent a messenger with a note"" and verse (Washburn NC p. 296).","Read by Akikonomu at the Rokujō villa, where she “found it startlingly beautiful” and chose paper for her reply (Washburn NC p. 296)."
14MT17,Lady Rokujō's residence (Rokujō),Nijō (Genji's villa),"Pressed by her women to answer herself, Akikonomu ""chose a light gray paper"" and wrote the reply at the Rokujō villa (Washburn NC p. 296).","Read by Genji at Nijō, who judged her calligraphy to have “a diffident grace, calm and gentle... an endearing dignity” (Washburn NC p. 296)."
15YM01,The Hitachi villa (Suetsumuhana's ruined estate),The Hitachi villa (Suetsumuhana's ruined estate),"Location: at the Hitachi villa, the aunt's carriage drawn up ""in front of the entrance on the south side of the main hall"" (Washburn NC p. 305); there the Princess places the keepsake in a box (p. 306) and gives Jijū this verse before she departs (Washburn NC p. 307).","Heard by Jijū at the Hitachi villa, where she ""whispered privately to her lady"" before leaving (Washburn NC p. 306); co-present."
15YM02,The Hitachi villa (Suetsumuhana's ruined estate),The Hitachi villa (Suetsumuhana's ruined estate),"Location: at the Hitachi villa, Jijū answering ""her lady"" in person before departing with the aunt (Washburn NC pp. 306–307).","Heard by Suetsumuhana at the Hitachi villa, the two together until Jijū ""left in a daze"" (Washburn NC pp. 306–307); co-present."
15YM03,The Hitachi villa (Suetsumuhana's ruined estate),The Hitachi villa (Suetsumuhana's ruined estate),"Location: within her own villa — ""she had the edges of the eaves chambers wiped dry where rain had leaked in, and she had several rooms cleaned and tidied... She even composed this poem"" (Washburn NC p. 308); the verse turns on those leaking eaves.","Speaker = addressee (composed inwardly), at the Hitachi villa."
15YM04,The Hitachi villa (Suetsumuhana's ruined estate),The Hitachi villa (Suetsumuhana's ruined estate),"Location: at the gate of the Hitachi villa — Genji has just confirmed ""Is that the Hitachi villa?"" (p. 308), and as Koremitsu sweeps the dew ""in order for you to go in,"" ""Genji murmured a poem to himself"" (Washburn NC p. 310); the verse names the weed-choked ""path.""","Speaker = addressee (composed inwardly), at the Hitachi villa gate."
15YM05,The Hitachi villa (Suetsumuhana's ruined estate),The Hitachi villa (Suetsumuhana's ruined estate),"Location: inside the Princess's chambers at the Hitachi villa, which ""Genji entered"" (p. 310) and where ""the moonlight flooded in, brightly illuminating the room all around them"" (p. 311); prompted by the wisteria-pine in her garden he recites the verse (Washburn NC p. 311).","Heard by Suetsumuhana in her chambers at the Hitachi villa, present behind her inner curtains as Genji speaks (Washburn NC pp. 310–311); co-present."
15YM06,The Hitachi villa (Suetsumuhana's ruined estate),The Hitachi villa (Suetsumuhana's ruined estate),"Location: in her chambers at the Hitachi villa, where Genji sat by her curtains and ""the moonlight flooded in"" upon the room (Washburn NC p. 311); there ""the Princess replied"" to him (Washburn NC p. 311).","Heard by Genji, present in her chambers at the Hitachi villa (Washburn NC pp. 310–311); co-present."
16SY01,The Ōsaka Barrier (the gatehouse at Ōsaka Pass),The Ōsaka Barrier (the gatehouse at Ōsaka Pass),"Location: in her carriage at the Ōsaka barrier — her party ""pulled their carriages up the slope just below the barrier gate"" (Washburn NC p. 314); Genji's message reaches her there (""I came to meet you at the barrier gate today,"" p. 314), and the verse turns on ""this gate""/""this slope"" (Washburn NC p. 315).","Speaker = addressee (composed inwardly), at the Ōsaka barrier."
16SY02,Nijō (Genji's villa),The former Hitachi Deputy's residence (in the capital),"No locating text: back from Ishiyama, Genji simply ""summoned the lady's younger brother again and gave him a letter to deliver"" (Washburn NC p. 315), with no indication of where he was. Composition location inferred from context — his Nijō villa.","No locating text: her brother ""took it to his sister"" and she ""couldn't resist replying"" (Washburn NC p. 316), but her whereabouts are not stated. Receipt location inferred from context — her husband's (the former Hitachi Deputy's) residence in the capital."
16SY03,The former Hitachi Deputy's residence (in the capital),Nijō (Genji's villa),"No locating text: pressed by her brother, ""she couldn't resist replying"" (Washburn NC p. 316), with no indication of where she sat. Composition location inferred from context — her husband's residence in the capital.","No locating text: the reply is carried back to Genji, of whom only a general note follows — he ""would disturb and disconcert her heart by sending letters on various occasions"" (Washburn NC p. 316) — with no located reaction. Receipt location inferred from context — his Nijō villa."
17EA01,The Suzaku Palace (Retired Emperor Suzaku's residence),"The Umetsubo (Akikonomu's chambers, the plum courtyard)","No text places Suzaku at the first dispatch; the gifts are merely ""sent to her on the day that she began serving Emperor Reizei"" (Washburn NC p. 317). Composition location inferred from context — the Retired Emperor's residence.","Location: the comb box reaches ""the young lady's chambers"" — ""Genji happened to be in the young lady's chambers when the gifts arrived"" (Washburn NC p. 317). Her chambers are the Umetsubo (named at p. 319)."
17EA02,"The Umetsubo (Akikonomu's chambers, the plum courtyard)",The Suzaku Palace (Retired Emperor Suzaku's residence),"Location: written in that same scene, in ""the young lady's chambers"" where the gifts had just arrived (Washburn NC p. 317), as her attendants pressed her for a reply (Washburn NC p. 318).","Location: Suzaku reads it at his own residence — ""Genji called on him just after he had read the poem"" (Washburn NC p. 319), i.e., Genji goes to him there."
17EA03,Nijō (Genji's villa),Nijō (Genji's villa),"Location: ""Genji had chests and cabinets containing old and new illustrations at his Nijō villa brought out and opened, and together with Murasaki he selected and sorted various illustrations"" (Washburn NC p. 321) — the setting of the exchange.","Heard by Genji at his Nijō villa, where the two were sorting illustrations together (Washburn NC p. 321); co-present."
17EA04,Nijō (Genji's villa),Nijō (Genji's villa),"Location: the same Nijō scene — the illustrations were ""at his Nijō villa brought out and opened,"" sorted by Genji ""together with Murasaki"" (Washburn NC p. 321), where he answers her.","Heard by Murasaki at Nijō, the pair viewing the Suma sketches together (Washburn NC p. 321); co-present."
